id_act,Амельченко Василий Васильевич,Витко Артем Леонидович,Вовк Виктор Иванович,Галасюк Виктор Валерьевич,Гулак Александр Михайлович,Заружко Валерия Леонидовна,Кириченко Алексей Николаевич,Корчинская Оксана Анатольевна,Кошелева Алена Владимировна,Куприенко Олег Васильевич,Ленский Алексей Алексеевич,Линько Дмитрий Владимирович,Лозовой Андрей Сергеевич,Ляшко Олег Валериевич,Мосийчук Игорь Владимирович,Попов Игорь Владимирович,Рыбалка Сергей Викторович,Силантьев Денис Олегович,Скуратовский Сергей Иванович,Чижмарь Юрий Васильевич,Шухевич Юрий-Богдан Романович
00000|1021908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.5
00000|1022008,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1022108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
00000|1031608,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1052808,1.0,1.0,-0.25,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0
00000|1053008,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.5,-0.5
00000|1057608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25
00000|1057708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0
00000|1057808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
00000|1057908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
00000|1067108,-0.25,-0.25,-0.5,-0.5,1.0,-0.25,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.25,-0.25,-0.5
00000|1067208,-0.25,-0.25,-0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.25,-0.25,-0.25,1.0,1.0,1.0,1.0,-0.25,-0.5
00000|1077508,1.0,-0.25,-0.25,-0.25,1.0,1.0,1.0,-0.25,1.0,-0.5,-0.25,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0
00000|1077608,-0.25,-0.25,-0.25,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0,-0.25,-0.25,1.0,1.0,-0.25,1.0,1.0,-0.25,1.0
00000|1077708,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.5,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0
00000|109508,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|109608,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1097108,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-1.0,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1097208,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-1.0,-0.5,-0.25,-0.25,-0.25,-1.0,-0.5
00000|1097308,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-1.0,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1102908,-0.5,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,1.0,-0.5,-0.25,1.0,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,1.0,-0.25,-0.5
00000|1103008,-0.5,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,1.0,-0.5,-0.25,1.0,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,1.0,-0.25,-0.5
00000|1109208,-0.5,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
00000|1109308,-0.5,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
00000|1109408,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1110308,-0.5,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,-0.25,1.0,1.0,-0.25,1.0,1.0,-0.25,-0.25,-0.25
00000|1120408,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
00000|1123408,-0.5,-0.25,-1.0,-1.0,-0.25,-1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-0.25,-1.0,-0.25,-0.25,1.0
00000|1123508,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25
00000|1123608,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25
00000|1127408,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,1.0,1.0,1.0
00000|1135708,-0.25,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0
00000|1144908,-0.5,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0
00000|1145008,-0.5,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1146208,1.0,-0.25,1.0,-0.25,-0.25,-0.25,1.0,1.0,-0.5,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0
00000|1149908,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.5
00000|1150008,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1150108,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1150208,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
00000|1150508,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0
00000|1150608,1.0,-0.25,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0
00000|1154308,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.5,-0.5,-0.5
00000|1154408,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5
00000|1154508,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5
00000|1154608,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5
00000|1154708,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5
00000|1154808,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5
00000|1154908,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155008,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155108,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155208,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155308,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155408,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155508,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155608,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155708,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155808,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1155908,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
00000|1156008,1.0,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,1.0,-0.25,-0.25,1.0,-0.25,-0.5,1.0,-0.5
00000|1156108,1.0,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1156208,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1156308,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1156408,1.0,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,1.0,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1156508,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1156608,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1156708,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1156808,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1156908,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,1.0,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1157008,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1157108,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1157208,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,1.0,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1157308,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,1.0,-0.5
00000|1157408,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25,-0.5,-1.0,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5
00000|1159608,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.25,1.0
00000|11608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|1162308,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0
00000|1162408,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.25,1.0
00000|1162508,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0
00000|1162608,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0
00000|117708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0
00000|117808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0
00000|11808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
00000|11908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
00000|1195408,1.0,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0
00000|1198308,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0
00000|1198408,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0
00000|1198908,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.5,1.0,1.0,-0.5,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,-0.25,-0.5
00000|1206508,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5
00000|1241708,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
00000|124208,-0.25,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,-0.25,-0.5,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,1.0
00000|124308,-0.25,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,-0.5,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,1.0
00000|124408,-0.25,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,1.0
00000|124508,-0.25,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0
00000|124608,-0.25,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,-0.5,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,1.0
00000|124708,1.0,-0.25,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|124808,1.0,-0.25,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00000|124908,1.0,-0.25,1.0,1.0,1.0,1.0,-0.25,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0
00000|1251908,1.0,-0.25,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0
00000|1271208,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,1.0,-0.25,-0.5,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,-0.5,-0.25,-0.5
00000|1271308,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.5,1.0,-0.25,-0.5,1.0,-0.25,-0.25,-0.5,-0.25,-0.25,1.0,-0.5,-0.25,-0.5
00000|1277008,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
00000|1281708,1.0,-0.25,1.0,-0.25,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,1.0,1.0,-0.25,1.0,-0.5
00000|1284008,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,-0.5,-0.5
00000|1286408,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
00000|1290608,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,1.0,1.0,1.0,-0.25,-0.5
00000|130508,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0
00000|130608,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0
00000|1307008,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5
00000|130708,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.25,1.0,-0.25,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.25,-0.5,-0.5
00000|1322508,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.25,-0.5,-1.0,-0.25
00000|1323308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5
00000|1323508,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25
00000|1323608,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25
00000|1323708,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25
00000|1323808,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,1.0
00000|1324008,-0.25,-0.5,-0.25,-0.25,-1.0,-0.25,-0.25,1.0,-1.0,-1.0,-0.25,-1.0,-1.0,-1.0,-1.0,-0.25,-0.5,-0.25,-0.5,-0.25,-0.25
00000|1324108,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0
00000|1324208,-1.0,-0.5,-1.0,-0.5,-1.0,-1.0,-1.0,-0.25,-1.0,-1.0,-1.0,-1.0,-0.25,-1.0,-1.0,-1.0,-0.5,-1.0,-0.5,-1.0,-0.5
00000|1324308,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0
00000|1324408,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0
00000|1324508,1.0,-0.25,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0
00000|1324608,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0
00000|1324708,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0
00000|1324808,1.0,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0
00000|1328908,1.0,-0.5,1.0,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,1.0,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
00000|1329008,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-1.0,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
00000|1329108,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
00000|1329208,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
00000|133608,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.25,1.0,-0.25,-0.5,-0.25,-0.5,-0.5,1.0
00000|1336908,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|1337008,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25
00000|133708,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.25,1.0,-0.25,-0.25,1.0,1.0,-0.5,1.0,1.0,1.0,1.0
